Port_Name,State,Port_Code,Border,Date,Measure,Value,Latitude,Longitude,Point
Otay Mesa,California,2506,US-Mexico Border,Jan-24,Truck Containers Loaded,22705,32.55,-116.939,POINT (-116.938538 32.55033)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan-24,Truck Containers Loaded,1964,31.784,-106.679,POINT (-106.679437 31.783939)
Sumas,Washington,3009,US-Canada Border,Jan-24,Pedestrians,5915,49.002,-122.265,POINT (-122.264805 49.002388)
Antler,North Dakota,3413,US-Canada Border,Jan-24,Pedestrians,0,48.999,-101.296,POINT (-101.296055 48.999472)
Nighthawk,Washington,3011,US-Canada Border,Jan-24,Personal Vehicles,775,49,-119.671,POINT (-119.67103 49.000144)
Baudette,Minnesota,3424,US-Canada Border,Jan-24,Buses,67,48.719,-94.59,POINT (-94.590467 48.719109)
Massena,New York,0704,US-Canada Border,Jan-24,Personal Vehicle Passengers,259385,44.991,-74.74,POINT (-74.739722 44.990556)
Sasabe,Arizona,2606,US-Mexico Border,Jan-24,Buses,0,31.483,-111.544,POINT (-111.544363 31.483039)
Andrade,California,2502,US-Mexico Border,Jan-24,Truck Containers Loaded,141,32.718,-114.728,POINT (-114.72832 32.718143)
Piegan,Montana,3316,US-Canada Border,Jan-24,Buses,2,48.998,-113.379,POINT (-113.378777 48.998083)
Del Bonita,Montana,3322,US-Canada Border,Jan-24,Personal Vehicles,2150,48.999,-112.788,POINT (-112.78825 48.998555)
Del Rio,Texas,2302,US-Mexico Border,Jan-24,Trucks,3691,29.327,-100.928,POINT (-100.927612 29.326784)
Del Bonita,Montana,3322,US-Canada Border,Jan-24,Pedestrians,19,48.999,-112.788,POINT (-112.78825 48.998555)
Eagle Pass,Texas,2303,US-Mexico Border,Jan-24,Personal Vehicle Passengers,537083,28.705,-100.512,POINT (-100.511977 28.705483)
Columbus,New Mexico,2406,US-Mexico Border,Jan-24,Rail Containers Loaded,0,31.784,-107.628,POINT (-107.627948 31.783742)
Ferry,Washington,3013,US-Canada Border,Jan-24,Personal Vehicle Passengers,1359,49,-118.761,POINT (-118.761166 49.000083)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jan-24,Truck Containers Empty,430,46.509,-84.361,POINT (-84.360833 46.508611)
Presidio,Texas,2403,US-Mexico Border,Jan-24,Train Passengers,16,29.562,-104.395,POINT (-104.394907 29.561827)
Walhalla,North Dakota,3407,US-Canada Border,Jan-24,Buses,3,49,-97.908,POINT (-97.908416 49.000472)
Detroit,Michigan,3801,US-Canada Border,Jan-24,Trains,370,42.332,-83.048,POINT (-83.047924 42.331685)
Van Buren,Maine,0108,US-Canada Border,Jan-24,Truck Containers Loaded,521,47.16,-67.931,POINT (-67.930799 47.159645)
Laurier,Washington,3016,US-Canada Border,Jan-24,Truck Containers Loaded,0,49,-118.224,POINT (-118.223777 49.000083)
Champlain Rouses Point,New York,0712,US-Canada Border,Jan-24,Personal Vehicles,90223,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan-24,Personal Vehicles,4901,31.784,-106.679,POINT (-106.679437 31.783939)
Baudette,Minnesota,3424,US-Canada Border,Jan-24,Rail Containers Empty,0,48.719,-94.59,POINT (-94.590467 48.719109)
Derby Line,Vermont,0209,US-Canada Border,Jan-24,Train Passengers,76,45.006,-72.099,POINT (-72.099279 45.005739)
Fortuna,North Dakota,3417,US-Canada Border,Jan-24,Trains,0,49,-103.809,POINT (-103.80925 48.999555)
Fortuna,North Dakota,3417,US-Canada Border,Jan-24,Trains,0,49,-103.809,POINT (-103.80925 48.999555)
Champlain Rouses Point,New York,0712,US-Canada Border,Jan-24,Rail Containers Loaded,0,45.009,-73.453,POINT (-73.4526634854 45.0088325953)
Ferry,Washington,3013,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-118.761,POINT (-118.761166 49.000083)
Calexico East,California,2507,US-Mexico Border,Jan-24,Rail Containers Loaded,0,32.673,-115.388,POINT (-115.388018 32.673389)
Frontier,Washington,3020,US-Canada Border,Jan-24,Pedestrians,0,49,-117.832,POINT (-117.831527 49.0005)
Houlton,Maine,0106,US-Canada Border,Jan-24,Truck Containers Loaded,0,46.135,-67.781,POINT (-67.781288 46.134879)
Ambrose,North Dakota,3410,US-Canada Border,Jan-24,Truck Containers Empty,0,48.999,-103.487,POINT (-103.486555 48.999305)
Morgan,Montana,3319,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-107.832,POINT (-107.831819 48.999829)
Boundary,Washington,3015,US-Canada Border,Jan-24,Trains,0,49.001,-117.628,POINT (-117.627583 49.00075)
Vanceboro,Maine,0105,US-Canada Border,Jan-24,Rail Containers Empty,0,45.569,-67.429,POINT (-67.428541 45.568761)
Dunseith,North Dakota,3422,US-Canada Border,Jan-24,Trucks,977,48.999,-100.052,POINT (-100.052166 48.999277)
Grand Portage,Minnesota,3613,US-Canada Border,Jan-24,Rail Containers Loaded,0,48.001,-89.585,POINT (-89.58515 48.001427)
San Luis,Arizona,2608,US-Mexico Border,Jan-24,Pedestrians,108366,32.485,-114.782,POINT (-114.7822222 32.485)
Antler,North Dakota,3413,US-Canada Border,Jan-24,Trains,0,48.999,-101.296,POINT (-101.296055 48.999472)
Otay Mesa,California,2506,US-Mexico Border,Jan-24,Bus Passengers,16312,32.55,-116.939,POINT (-116.938538 32.55033)
Sarles,North Dakota,3409,US-Canada Border,Jan-24,Truck Containers Empty,0,49,-98.938,POINT (-98.938361 49.000027)
Vanceboro,Maine,0105,US-Canada Border,Jan-24,Truck Containers Empty,155,45.569,-67.429,POINT (-67.428541 45.568761)
Laredo,Texas,2304,US-Mexico Border,Jan-24,Truck Containers Loaded,44497,27.5,-99.507,POINT (-99.507412 27.499561)
Morgan,Montana,3319,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-107.832,POINT (-107.831819 48.999829)
Portland,Maine,0101,US-Canada Border,Jan-24,Trains,0,43.659,-70.243,POINT (-70.243056 43.659444)
Pembina,North Dakota,3401,US-Canada Border,Jan-24,Train Passengers,0,49,-97.237,POINT (-97.237036 49.000453)
Andrade,California,2502,US-Mexico Border,Jan-24,Trains,0,32.718,-114.728,POINT (-114.72832 32.718143)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Jan-24,Trucks,81352,43.095,-79.056,POINT (-79.055847 43.09549)
Naco,Arizona,2603,US-Mexico Border,Jan-24,Truck Containers Empty,12,31.334,-109.948,POINT (-109.948413 31.334084)
Tecate,California,2505,US-Mexico Border,Jan-24,Rail Containers Loaded,0,32.576,-116.626,POINT (-116.626216 32.576428)
Turner,Montana,3306,US-Canada Border,Jan-24,Rail Containers Loaded,0,49,-108.388,POINT (-108.387916 48.999527)
Carbury,North Dakota,3421,US-Canada Border,Jan-24,Rail Containers Loaded,0,48.999,-100.556,POINT (-100.555805 48.999416)
Westhope,North Dakota,3419,US-Canada Border,Jan-24,Truck Containers Empty,0,49,-101.017,POINT (-101.017277 48.999611)
Kenneth G Ward,Washington,3023,US-Canada Border,Jan-24,Pedestrians,382,49.002,-122.485,POINT (-122.485027 49.002277)
Hidalgo,Texas,2305,US-Mexico Border,Jan-24,Train Passengers,0,26.095,-98.271,POINT (-98.271092 26.095032)
Sumas,Washington,3009,US-Canada Border,Jan-24,Trains,93,49.002,-122.265,POINT (-122.264805 49.002388)
Antler,North Dakota,3413,US-Canada Border,Jan-24,Rail Containers Empty,0,48.999,-101.296,POINT (-101.296055 48.999472)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan-24,Trains,0,31.784,-106.679,POINT (-106.679437 31.783939)
Del Bonita,Montana,3322,US-Canada Border,Jan-24,Truck Containers Loaded,43,48.999,-112.788,POINT (-112.78825 48.998555)
Neche,North Dakota,3404,US-Canada Border,Jan-24,Bus Passengers,0,49.001,-97.557,POINT (-97.557333 49.000527)
Detroit,Michigan,3801,US-Canada Border,Jan-24,Train Passengers,1017,42.332,-83.048,POINT (-83.047924 42.331685)
Jackman,Maine,0104,US-Canada Border,Jan-24,Train Passengers,127,45.806,-70.397,POINT (-70.396722 45.805661)
Presidio,Texas,2403,US-Mexico Border,Jan-24,Bus Passengers,320,29.562,-104.395,POINT (-104.394907 29.561827)
Columbus,New Mexico,2406,US-Mexico Border,Jan-24,Personal Vehicles,31810,31.784,-107.628,POINT (-107.627948 31.783742)
Alexandria Bay,New York,0708,US-Canada Border,Jan-24,Truck Containers Loaded,0,44.347,-75.984,POINT (-75.983592 44.347229)
Van Buren,Maine,0108,US-Canada Border,Jan-24,Rail Containers Loaded,0,47.16,-67.931,POINT (-67.930799 47.159645)
Ambrose,North Dakota,3410,US-Canada Border,Jan-24,Trucks,3,48.999,-103.487,POINT (-103.486555 48.999305)
Piegan,Montana,3316,US-Canada Border,Jan-24,Truck Containers Empty,14,48.998,-113.379,POINT (-113.378777 48.998083)
Sumas,Washington,3009,US-Canada Border,Jan-24,Personal Vehicles,123303,49.002,-122.265,POINT (-122.264805 49.002388)
Progreso,Texas,2309,US-Mexico Border,Jan-24,Buses,52,26.062,-97.95,POINT (-97.949958 26.062133)
Derby Line,Vermont,0209,US-Canada Border,Jan-24,Truck Containers Empty,718,45.006,-72.099,POINT (-72.099279 45.005739)
Beecher Falls,Vermont,0206,US-Canada Border,Jan-24,Rail Containers Empty,0,45.013,-71.505,POINT (-71.505309 45.013411)
Grand Portage,Minnesota,3613,US-Canada Border,Jan-24,Personal Vehicle Passengers,55524,48.001,-89.585,POINT (-89.58515 48.001427)
Presidio,Texas,2403,US-Mexico Border,Jan-24,Buses,37,29.562,-104.395,POINT (-104.394907 29.561827)
San Ysidro,California,2504,US-Mexico Border,Jan-24,Truck Containers Empty,0,32.543,-117.029,POINT (-117.028761 32.542528)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan-24,Buses,0,31.784,-106.679,POINT (-106.679437 31.783939)
Neche,North Dakota,3404,US-Canada Border,Jan-24,Rail Containers Empty,0,49.001,-97.557,POINT (-97.557333 49.000527)
Alexandria Bay,New York,0708,US-Canada Border,Jan-24,Truck Containers Empty,0,44.347,-75.984,POINT (-75.983592 44.347229)
Limestone,Maine,0118,US-Canada Border,Jan-24,Trucks,303,46.925,-67.79,POINT (-67.789597 46.924555)
Piegan,Montana,3316,US-Canada Border,Jan-24,Rail Containers Empty,0,48.998,-113.379,POINT (-113.378777 48.998083)
Baudette,Minnesota,3424,US-Canada Border,Jan-24,Rail Containers Loaded,0,48.719,-94.59,POINT (-94.590467 48.719109)
Whitetail,Montana,3312,US-Canada Border,Jan-24,Trucks,8,48.999,-105.162,POINT (-105.162324 48.999347)
Fort Fairfield,Maine,0107,US-Canada Border,Jan-24,Truck Containers Empty,0,46.765,-67.789,POINT (-67.789471 46.765323)
Vanceboro,Maine,0105,US-Canada Border,Jan-24,Rail Containers Empty,28,45.569,-67.429,POINT (-67.428541 45.568761)
Ferry,Washington,3013,US-Canada Border,Jan-24,Bus Passengers,26,49,-118.761,POINT (-118.761166 49.000083)
Roseau,Minnesota,3426,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-95.766,POINT (-95.766469 48.999538)
Pembina,North Dakota,3401,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-97.237,POINT (-97.237036 49.000453)
Andrade,California,2502,US-Mexico Border,Jan-24,Rail Containers Loaded,0,32.718,-114.728,POINT (-114.72832 32.718143)
Raymond,Montana,3301,US-Canada Border,Jan-24,Truck Containers Loaded,1508,48.999,-104.574,POINT (-104.574333 48.999194)
Sumas,Washington,3009,US-Canada Border,Jan-24,Trains,90,49.002,-122.265,POINT (-122.264805 49.002388)
International Falls,Minnesota,3604,US-Canada Border,Jan-24,Bus Passengers,1512,48.608,-93.401,POINT (-93.401355 48.6078)
San Luis,Arizona,2608,US-Mexico Border,Jan-24,Truck Containers Loaded,3016,32.485,-114.782,POINT (-114.7822222 32.485)
Andrade,California,2502,US-Mexico Border,Jan-24,Bus Passengers,0,32.718,-114.728,POINT (-114.72832 32.718143)
Alexandria Bay,New York,0708,US-Canada Border,Jan-24,Personal Vehicles,33477,44.347,-75.984,POINT (-75.983592 44.347229)
Point Roberts,Washington,3017,US-Canada Border,Jan-24,Pedestrians,1573,49.002,-123.068,POINT (-123.068055556 49.0020555547)
Presidio,Texas,2403,US-Mexico Border,Jan-24,Bus Passengers,340,29.562,-104.395,POINT (-104.394907 29.561827)
Otay Mesa,California,2506,US-Mexico Border,Jan-24,Buses,1522,32.55,-116.939,POINT (-116.938538 32.55033)
Derby Line,Vermont,0209,US-Canada Border,Jan-24,Pedestrians,1859,45.006,-72.099,POINT (-72.099279 45.005739)
Detroit,Michigan,3801,US-Canada Border,Jan-24,Personal Vehicles,769702,42.332,-83.048,POINT (-83.047924 42.331685)
Noyes,Minnesota,3402,US-Canada Border,Jan-24,Pedestrians,0,49,-97.207,POINT (-97.206601 49.000171)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jan-24,Personal Vehicle Passengers,332587,46.509,-84.361,POINT (-84.360833 46.508611)
Jackman,Maine,0104,US-Canada Border,Jan-24,Rail Containers Empty,1172,45.806,-70.397,POINT (-70.396722 45.805661)
Andrade,California,2502,US-Mexico Border,Jan-24,Personal Vehicle Passengers,165128,32.718,-114.728,POINT (-114.72832 32.718143)
Roosville,Montana,3318,US-Canada Border,Jan-24,Personal Vehicles,7460,49,-115.056,POINT (-115.056027 48.999638)
Andrade,California,2502,US-Mexico Border,Jan-24,Train Passengers,0,32.718,-114.728,POINT (-114.72832 32.718143)
Fort Fairfield,Maine,0107,US-Canada Border,Jan-24,Personal Vehicle Passengers,53952,46.765,-67.789,POINT (-67.789471 46.765323)
St John,North Dakota,3405,US-Canada Border,Jan-24,Trucks,121,48.999,-99.659,POINT (-99.659111 48.999277)
Northgate,North Dakota,3406,US-Canada Border,Jan-24,Rail Containers Empty,0,48.999,-102.275,POINT (-102.27475 48.998833)
Sarles,North Dakota,3409,US-Canada Border,Jan-24,Buses,0,49,-98.938,POINT (-98.938361 49.000027)
Portland,Maine,0101,US-Canada Border,Jan-24,Rail Containers Loaded,0,43.659,-70.243,POINT (-70.243056 43.659444)
Warroad,Minnesota,3423,US-Canada Border,Jan-24,Buses,125,48.999,-95.377,POINT (-95.376555 48.999)
El Paso,Texas,2402,US-Mexico Border,Jan-24,Truck Containers Empty,26132,31.764,-106.451,POINT (-106.451188 31.764363)
Sault Sainte Marie,Michigan,3803,US-Canada Border,Jan-24,Personal Vehicle Passengers,415617,46.509,-84.361,POINT (-84.360833 46.508611)
Oroville,Washington,3019,US-Canada Border,Jan-24,Trucks,3346,49,-119.462,POINT (-119.461833 49.000083)
Buffalo Niagara Falls,New York,0901,US-Canada Border,Jan-24,Trains,285,43.095,-79.056,POINT (-79.055847 43.09549)
Calexico,California,2503,US-Mexico Border,Jan-24,Trucks,0,32.673,-115.388,POINT (-115.388018 32.673389)
Boundary,Washington,3015,US-Canada Border,Jan-24,Truck Containers Empty,0,49.001,-117.628,POINT (-117.627583 49.00075)
Danville,Washington,3012,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-118.504,POINT (-118.503722 49.000083)
Van Buren,Maine,0108,US-Canada Border,Jan-24,Trains,25,47.16,-67.931,POINT (-67.930799 47.159645)
Houlton,Maine,0106,US-Canada Border,Jan-24,Rail Containers Loaded,0,46.135,-67.781,POINT (-67.781288 46.134879)
Porthill,Idaho,3308,US-Canada Border,Jan-24,Trucks,547,49,-116.499,POINT (-116.49925 48.999861)
Scobey,Montana,3309,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-105.408,POINT (-105.407638 48.999527)
Pembina,North Dakota,3401,US-Canada Border,Jan-24,Personal Vehicle Passengers,63984,49,-97.237,POINT (-97.237036 49.000453)
Hansboro,North Dakota,3415,US-Canada Border,Jan-24,Personal Vehicles,1080,49,-99.347,POINT (-99.346527 48.999583)
Dunseith,North Dakota,3422,US-Canada Border,Jan-24,Truck Containers Empty,110,48.999,-100.052,POINT (-100.052166 48.999277)
Eagle Pass,Texas,2303,US-Mexico Border,Jan-24,Trucks,4510,28.705,-100.512,POINT (-100.511977 28.705483)
Roosville,Montana,3318,US-Canada Border,Jan-24,Personal Vehicles,5915,49,-115.056,POINT (-115.056027 48.999638)
Ambrose,North Dakota,3410,US-Canada Border,Jan-24,Trains,0,48.999,-103.487,POINT (-103.486555 48.999305)
Walhalla,North Dakota,3407,US-Canada Border,Jan-24,Trucks,1220,49,-97.908,POINT (-97.908416 49.000472)
Carbury,North Dakota,3421,US-Canada Border,Jan-24,Rail Containers Empty,0,48.999,-100.556,POINT (-100.555805 48.999416)
Limestone,Maine,0118,US-Canada Border,Jan-24,Rail Containers Loaded,0,46.925,-67.79,POINT (-67.789597 46.924555)
Raymond,Montana,3301,US-Canada Border,Jan-24,Personal Vehicles,2328,48.999,-104.574,POINT (-104.574333 48.999194)
Whitlash,Montana,3321,US-Canada Border,Jan-24,Train Passengers,0,48.997,-111.258,POINT (-111.257916 48.99725)
Morgan,Montana,3319,US-Canada Border,Jan-24,Trains,0,49,-107.832,POINT (-107.831819 48.999829)
Warroad,Minnesota,3423,US-Canada Border,Jan-24,Bus Passengers,3104,48.999,-95.377,POINT (-95.376555 48.999)
Del Rio,Texas,2302,US-Mexico Border,Jan-24,Pedestrians,22435,29.327,-100.928,POINT (-100.927612 29.326784)
Laurier,Washington,3016,US-Canada Border,Jan-24,Personal Vehicle Passengers,7987,49,-118.224,POINT (-118.223777 49.000083)
Morgan,Montana,3319,US-Canada Border,Jan-24,Personal Vehicles,770,49,-107.832,POINT (-107.831819 48.999829)
Raymond,Montana,3301,US-Canada Border,Jan-24,Rail Containers Loaded,0,48.999,-104.574,POINT (-104.574333 48.999194)
Tecate,California,2505,US-Mexico Border,Jan-24,Train Passengers,575,32.576,-116.626,POINT (-116.626216 32.576428)
Otay Mesa,California,2506,US-Mexico Border,Jan-24,Trucks,49694,32.55,-116.939,POINT (-116.938538 32.55033)
Hidalgo,Texas,2305,US-Mexico Border,Jan-24,Personal Vehicles,500733,26.095,-98.271,POINT (-98.271092 26.095032)
Detroit,Michigan,3801,US-Canada Border,Jan-24,Rail Containers Loaded,0,42.332,-83.048,POINT (-83.047924 42.331685)
Carbury,North Dakota,3421,US-Canada Border,Jan-24,Bus Passengers,0,48.999,-100.556,POINT (-100.555805 48.999416)
San Luis,Arizona,2608,US-Mexico Border,Jan-24,Pedestrians,206983,32.485,-114.782,POINT (-114.7822222 32.485)
Noonan,North Dakota,3420,US-Canada Border,Jan-24,Buses,0,48.999,-103.004,POINT (-103.004361 48.999333)
Derby Line,Vermont,0209,US-Canada Border,Jan-24,Truck Containers Loaded,7707,45.006,-72.099,POINT (-72.099279 45.005739)
Scobey,Montana,3309,US-Canada Border,Jan-24,Personal Vehicle Passengers,1013,49,-105.408,POINT (-105.407638 48.999527)
Hannah,North Dakota,3408,US-Canada Border,Jan-24,Rail Containers Loaded,0,49,-98.694,POINT (-98.693777 49.000138)
Frontier,Washington,3020,US-Canada Border,Jan-24,Trucks,2259,49,-117.832,POINT (-117.831527 49.0005)
Westhope,North Dakota,3419,US-Canada Border,Jan-24,Buses,1,49,-101.017,POINT (-101.017277 48.999611)
Highgate Springs,Vermont,0212,US-Canada Border,Jan-24,Trucks,9034,45.015,-73.085,POINT (-73.085037 45.015414)
El Paso,Texas,2402,US-Mexico Border,Jan-24,Train Passengers,0,31.764,-106.451,POINT (-106.451188 31.764363)
Douglas,Arizona,2601,US-Mexico Border,Jan-24,Buses,310,31.334,-109.56,POINT (-109.560344 31.334043)
Calexico,California,2503,US-Mexico Border,Jan-24,Buses,217,32.673,-115.388,POINT (-115.388018 32.673389)
Dunseith,North Dakota,3422,US-Canada Border,Jan-24,Personal Vehicle Passengers,62950,48.999,-100.052,POINT (-100.052166 48.999277)
Grand Portage,Minnesota,3613,US-Canada Border,Jan-24,Buses,134,48.001,-89.585,POINT (-89.58515 48.001427)
Whitlash,Montana,3321,US-Canada Border,Jan-24,Truck Containers Loaded,0,48.997,-111.258,POINT (-111.257916 48.99725)
Del Bonita,Montana,3322,US-Canada Border,Jan-24,Truck Containers Loaded,39,48.999,-112.788,POINT (-112.78825 48.998555)
Boundary,Washington,3015,US-Canada Border,Jan-24,Trucks,0,49.001,-117.628,POINT (-117.627583 49.00075)
Carbury,North Dakota,3421,US-Canada Border,Jan-24,Train Passengers,0,48.999,-100.556,POINT (-100.555805 48.999416)
Portal,North Dakota,3403,US-Canada Border,Jan-24,Trucks,6093,48.999,-102.552,POINT (-102.551944 48.998944)
Sweetgrass,Montana,3310,US-Canada Border,Jan-24,Train Passengers,81,48.998,-111.96,POINT (-111.959611 48.998388)
Naco,Arizona,2603,US-Mexico Border,Jan-24,Trucks,588,31.334,-109.948,POINT (-109.948413 31.334084)
Presidio,Texas,2403,US-Mexico Border,Jan-24,Buses,45,29.562,-104.395,POINT (-104.394907 29.561827)
Hidalgo,Texas,2305,US-Mexico Border,Jan-24,Buses,3220,26.095,-98.271,POINT (-98.271092 26.095032)
Nogales,Arizona,2604,US-Mexico Border,Jan-24,Truck Containers Loaded,6802,31.333,-110.943,POINT (-110.942516 31.332839)
Progreso,Texas,2309,US-Mexico Border,Jan-24,Bus Passengers,61,26.062,-97.95,POINT (-97.949958 26.062133)
Carbury,North Dakota,3421,US-Canada Border,Jan-24,Personal Vehicles,893,48.999,-100.556,POINT (-100.555805 48.999416)
Frontier,Washington,3020,US-Canada Border,Jan-24,Trains,23,49,-117.832,POINT (-117.831527 49.0005)
Walhalla,North Dakota,3407,US-Canada Border,Jan-24,Rail Containers Loaded,0,49,-97.908,POINT (-97.908416 49.000472)
Alcan,Alaska,3104,US-Canada Border,Jan-24,Train Passengers,0,62.615,-141.001,POINT (-141.001444 62.614961)
Hidalgo,Texas,2305,US-Mexico Border,Jan-24,Bus Passengers,64574,26.095,-98.271,POINT (-98.271092 26.095032)
Kenneth G Ward,Washington,3023,US-Canada Border,Jan-24,Rail Containers Loaded,0,49.002,-122.485,POINT (-122.485027 49.002277)
Pinecreek,Minnesota,3425,US-Canada Border,Jan-24,Pedestrians,0,49,-95.978,POINT (-95.977694 48.999916)
Hansboro,North Dakota,3415,US-Canada Border,Jan-24,Buses,3,49,-99.347,POINT (-99.346527 48.999583)
Blaine,Washington,3004,US-Canada Border,Jan-24,Rail Containers Loaded,3616,48.994,-122.749,POINT (-122.748884 48.994045)
Richford,Vermont,0203,US-Canada Border,Jan-24,Personal Vehicles,16121,45.012,-72.589,POINT (-72.588559 45.01174)
Sherwood,North Dakota,3414,US-Canada Border,Jan-24,Personal Vehicle Passengers,3151,48.999,-101.628,POINT (-101.627527 48.999305)
San Ysidro,California,2504,US-Mexico Border,Jan-24,Buses,10213,32.543,-117.029,POINT (-117.028761 32.542528)
Columbus,New Mexico,2406,US-Mexico Border,Jan-24,Pedestrians,11069,31.784,-107.628,POINT (-107.627948 31.783742)
Jackman,Maine,0104,US-Canada Border,Jan-24,Buses,58,45.806,-70.397,POINT (-70.396722 45.805661)
Whitetail,Montana,3312,US-Canada Border,Jan-24,Rail Containers Loaded,0,48.999,-105.162,POINT (-105.162324 48.999347)
Noyes,Minnesota,3402,US-Canada Border,Jan-24,Personal Vehicle Passengers,6237,49,-97.207,POINT (-97.206601 49.000171)
Beecher Falls,Vermont,0206,US-Canada Border,Jan-24,Personal Vehicle Passengers,31984,45.013,-71.505,POINT (-71.505309 45.013411)
San Ysidro,California,2504,US-Mexico Border,Jan-24,Truck Containers Loaded,0,32.543,-117.029,POINT (-117.028761 32.542528)
Sweetgrass,Montana,3310,US-Canada Border,Jan-24,Bus Passengers,998,48.998,-111.96,POINT (-111.959611 48.998388)
Maida,North Dakota,3416,US-Canada Border,Jan-24,Truck Containers Empty,0,49,-98.365,POINT (-98.36525 49.00025)
Raymond,Montana,3301,US-Canada Border,Jan-24,Bus Passengers,53,48.999,-104.574,POINT (-104.574333 48.999194)
Santa Teresa,New Mexico,2408,US-Mexico Border,Jan-24,Rail Containers Loaded,0,31.784,-106.679,POINT (-106.679437 31.783939)
Westhope,North Dakota,3419,US-Canada Border,Jan-24,Truck Containers Empty,0,49,-101.017,POINT (-101.017277 48.999611)
Pembina,North Dakota,3401,US-Canada Border,Jan-24,Personal Vehicle Passengers,55620,49,-97.237,POINT (-97.237036 49.000453)
Portland,Maine,0101,US-Canada Border,Jan-24,Rail Containers Loaded,0,43.659,-70.243,POINT (-70.243056 43.659444)
Beecher Falls,Vermont,0206,US-Canada Border,Jan-24,Truck Containers Empty,0,45.013,-71.505,POINT (-71.505309 45.013411)
Maida,North Dakota,3416,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-98.365,POINT (-98.36525 49.00025)
Roseau,Minnesota,3426,US-Canada Border,Jan-24,Buses,0,49,-95.766,POINT (-95.766469 48.999538)
Ogdensburg,New York,0701,US-Canada Border,Jan-24,Truck Containers Empty,74,44.733,-75.458,POINT (-75.4577501759 44.7330898624)
Sasabe,Arizona,2606,US-Mexico Border,Jan-24,Personal Vehicles,2163,31.483,-111.544,POINT (-111.544363 31.483039)
Calais,Maine,0115,US-Canada Border,Jan-24,Train Passengers,0,45.189,-67.275,POINT (-67.275381 45.188548)
Columbus,New Mexico,2406,US-Mexico Border,Jan-24,Train Passengers,0,31.784,-107.628,POINT (-107.627948 31.783742)
Van Buren,Maine,0108,US-Canada Border,Jan-24,Bus Passengers,262,47.16,-67.931,POINT (-67.930799 47.159645)
Nighthawk,Washington,3011,US-Canada Border,Jan-24,Personal Vehicle Passengers,2472,49,-119.671,POINT (-119.67103 49.000144)
Progreso,Texas,2309,US-Mexico Border,Jan-24,Buses,20,26.062,-97.95,POINT (-97.949958 26.062133)
Turner,Montana,3306,US-Canada Border,Jan-24,Rail Containers Empty,0,49,-108.388,POINT (-108.387916 48.999527)
Danville,Washington,3012,US-Canada Border,Jan-24,Personal Vehicles,9644,49,-118.504,POINT (-118.503722 49.000083)
Sweetgrass,Montana,3310,US-Canada Border,Jan-24,Personal Vehicles,16150,48.998,-111.96,POINT (-111.959611 48.998388)
Bridgewater,Maine,0127,US-Canada Border,Jan-24,Pedestrians,0,46.45,-67.785,POINT (-67.78484 46.450335)
Carbury,North Dakota,3421,US-Canada Border,Jan-24,Bus Passengers,0,48.999,-100.556,POINT (-100.555805 48.999416)
Walhalla,North Dakota,3407,US-Canada Border,Jan-24,Bus Passengers,0,49,-97.908,POINT (-97.908416 49.000472)
Roosville,Montana,3318,US-Canada Border,Jan-24,Personal Vehicle Passengers,10402,49,-115.056,POINT (-115.056027 48.999638)
Portland,Maine,0101,US-Canada Border,Jan-24,Pedestrians,0,43.659,-70.243,POINT (-70.243056 43.659444)
Highgate Springs,Vermont,0212,US-Canada Border,Jan-24,Buses,446,45.015,-73.085,POINT (-73.085037 45.015414)
Blaine,Washington,3004,US-Canada Border,Jan-24,Personal Vehicles,360812,48.994,-122.749,POINT (-122.748884 48.994045)
Dalton Cache,Alaska,3106,US-Canada Border,Jan-24,Trucks,157,59.451,-136.362,POINT (-136.361944 59.450556)
Van Buren,Maine,0108,US-Canada Border,Jan-24,Rail Containers Loaded,0,47.16,-67.931,POINT (-67.930799 47.159645)
Van Buren,Maine,0108,US-Canada Border,Jan-24,Trucks,1718,47.16,-67.931,POINT (-67.930799 47.159645)
Scobey,Montana,3309,US-Canada Border,Jan-24,Buses,0,49,-105.408,POINT (-105.407638 48.999527)
San Ysidro,California,2504,US-Mexico Border,Jan-24,Trains,0,32.543,-117.029,POINT (-117.028761 32.542528)
Detroit,Michigan,3801,US-Canada Border,Jan-24,Rail Containers Loaded,19542,42.332,-83.048,POINT (-83.047924 42.331685)
Sweetgrass,Montana,3310,US-Canada Border,Jan-24,Train Passengers,100,48.998,-111.96,POINT (-111.959611 48.998388)
